,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
68,مطعم عقيل ابن شكر للمشويات,ChIJYc-zOTXXXhURSaCbZROeDHE,31.99612269999999,44.33362289999999,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8WM+CCX, Najaf",2,220
69,مطعم كباب فارس,ChIJh04Q4AUqXxURAi-VWkZ2KrI,32.0316235,44.4040284,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2CJ3+JJF, Kufa",2,472
70,مطعم 360 للاكلات السريعة,ChIJ02yOeKfXXhURlQsbL9TxR_8,32.0311616,44.3477208,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","28JX+F38، Unnamed Road, Najaf",2,34
71,Chef restaurant,ChIJ48JLY6TXXhURUpGoSvMq9Ig,32.0045994,44.3537356,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",مجمع النخلة الترفيهي، النجف الاشرف -الاسكان- شارع,2,325
72,Iraq restaurant,ChIJQ1gqNvzXXhURWimqk_qU9sg,31.96386579999999,44.3884959,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","X97Q+G9X ناحيه الرضويه / قرب مطعم،, Najaf",2,270
73,Shukur Sons Restaurant and Grill,ChIJ4Ur9JN7WXhURaH9NE6kzC3M,32.0173065,44.3421039,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","288R+WRH, Najaf",2,689
74,مندي الجزيرة العربية Al-Jazzira Al-Ararbia Restaurant,ChIJG9HVLH_XXhURr6Xjs6TA9ro,32.0480189,44.3297702,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","28XH+5WR, Najaf",2,4
75,مطعم وكافتريا النهرين للماكولات الشعبية ( ابوحيدر وابوصفاء),ChIJT1LnwUXXXhURldVfOCdJTH8,31.9940177,44.3342989,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8VM+HPW, Najaf",2,316
76,Alazaeem Restaurant,ChIJIz6U6TPXXhUR2OcG3sejpt0,32.0086435,44.3274898,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","285G+FX5, Najaf",2,941
77,مطعم نينوى . كبة . بيتزا . لحم بعجين,ChIJ237ocBbXXhURCDfeLTX5Qqc,32.0063106,44.3460258,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","284W+GCC، جسر الاسكان، الكوفة،, Najaf",2,588
78,Rawan Restaurant,ChIJe6NsgafXXhUR-C852KkMspY,32.0021842,44.3577744,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","2925+V38، شارع الروان, Kufa",2,643
79,Abu Mustafa Chicken Restaurant,ChIJMcNiQsTWXhURKckva6sN4l0,32.028912,44.3367048,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","28HP+HM4, السلام- (شارع الدجاج), الشارع الحولي، Kufa",2,350
80,مطعم الغري السياحي,ChIJ19uyjtbRXhURSINxefWOOI4,31.9957921,44.3165393,4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8W8+8JF، نجف أشرف،،, Najaf",2,36
81,مطعم هرفي,ChIJ0zZhcbTXXhURJ_Z23F-EKWg,32.00786360000001,44.3472194,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","285W+4VX، شارع الغدير كرامة, Kufa",2,0
82,مطعم مندي المدينة,ChIJw4_EE8_XXhUR7xRuTdeEHpU,32.0028684,44.362752,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","2937+42H, Unnamed Road, Kufa",2,351
83,مطعم كباب الزعيم,ChIJ65mrd3XXXhURRp7iDgOeCwE,32.0384356,44.3420749,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","28QR+9RG, Najaf",2,23
84,مطعم الزاوية,ChIJP4JxxbjXXhURWBCq63gp4G0,31.9937636,44.336132,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","حي المعلمين، ركن الشارع الخدمي, Najaf",2,12
85,مطعم بابا حبيبي,ChIJs1NXRgzXXhURmBgH5j1ZG_w,32.0196595,44.3409162,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","289R+V97، شارع الغدير كرامة، النجف،, Najaf",2,34
86,مطعم ومشويات الميالي Al-Maiali Restaurant,ChIJj1ih-jXVXhURGAY5oVTgbtw,32.0629687,44.3325616,1.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","387M+52M, Najaf",2,1
87,Ali Murad Restaurant,ChIJkZcLOC7XXhUR8EEKSWzfQ_k,32.018338,44.3362384,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","289P+8F, Najaf",2,21
88,مطعم باقلاء بالدهن سيد عباس الاشبال,ChIJd_lfBcfXXhURizVchVpoDnU,32.0053444,44.3285709,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","284H+4CM, Najaf",2,521
89,Pool carpet restaurant (p),ChIJX6OL0AUqXxURFSim9FFea_g,32.0307342,44.404462,4.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","2CJ3+7QW, Kufa",2,16
90,مطعم كباب السلطان,ChIJgeysQXjXXhUR-iWx_Ua40iU,32.0034196,44.3663722,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2938+9G8, Unnamed Road, Najaf",2,2
91,علي ابو الكص,ChIJ06kFm23XXhUR5H1-caMDCRo,31.996597,44.3346948,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8WM+JVP, شارع المثنى،, Kufa",2,65
92,مطعم ومشويات القسيم,ChIJdarJcODRXhURIMcya56VNmw,31.994894,44.3149831,2.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8V8+X22, Imam Sadiq St, Najaf",2,8
93,مطعم كباب السبعين,ChIJx4WiDTrXXhURj9Wgn34rS4M,32.0374636,44.3401918,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","28PR+X3P, Najaf",2,1156
94,مطعم باچة الحار,ChIJKV9_b1vXXhURZ_9QByY8iqk,32.0380079,44.3399148,4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']","28QQ+6X3، Unnamed Road, Najaf",2,17
95,مچه,ChIJkyo_GmvXXhURldci0ks2diE,32.0013965,44.35691629999999,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","2924+HQ7, Kufa",2,12
96,مطعم أبو وسام الابراهيمي Abu Wissam Al-Ibraheem Restaurant,ChIJQXBGl-LRXhURrYVoYMu--H0,32.0508148,44.3222448,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']","382C+8V6, 9, Kufa",2,4
97,مطعم أبو مخلص,ChIJ-aUdTbTXXhURzqpYLVTqDqs,32.0006881,44.3695585,3.9,"['restaurant', 'food', 'point_of_interest', 'establishment']","شارع ثابت،, Kufa",2,322
98,مطعم نحله الريف,ChIJ36KxeRvXXhUR3q5vun1riQM,32.0058298,44.3714264,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","294C+8G8, Kufa",2,64
99,Al Jamaly Bachah restaurant,ChIJLY5x8BHWXhUREnVDmgUPRj4,32.022053,44.38553779999999,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","29CP+Q6Q, Kufa",2,21
100,Restaurant and Grill Khaqani,ChIJWai21FLRXhURhjtqBwAjSLk,32.0518379,44.3236084,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","382F+PCQ, Najaf",2,124
101,Alloush Restaurant,ChIJ03jLMCvUXhURcUUmD5bf3DI,32.0456468,44.36104599999999,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","29W6+7C2, Kufa",2,136
102,ام الربيعين لحم بعجين,ChIJSSwaX37XXhURN2cUC9I4xXg,32.0198809,44.3482794,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","289X+W8R, Najaf",2,156
103,مجمع سلطانة العائلي,ChIJdUJWbErXXhURT50_4hHZvM4,32.0025661,44.3641792,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","Alzhoor street, Najaf",2,28
104,Thabit Restaurant,ChIJp1pxMM7XXhUReufStaAxoEU,32.0031671,44.3684488,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","2939+798، شارع ثابت، نجف أشرف،, Najaf",2,2925
105,مطعم النجف الاشرف,ChIJx4ROdnzXXhUR136NeosaETU,32.0106646,44.3265272,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","286G+7J6, Najaf",2,21
106,مطعم زعفران,ChIJ91iyMMvXXhURGblsTtc7CVY,32.02179170000001,44.3447773,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","28CV+PW6، الغدر،, Kufa",2,113
107,مطعم المنارة Al Manara Restaurant,ChIJAXVLyTPXXhURHHB1_EvGqjY,32.0090522,44.3277681,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","285H+H2V, Najaf",2,195
108,Abo Firas Restaurant,ChIJsVnV7d3WXhURkUvt5YSPTxs,32.0199266,44.34155459999999,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","289R+XJG, Najaf",2,833
109,Anbar Restaurant,ChIJP59LaEzXXhURPiWURYN65ow,32.0118833,44.3520933,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","2962+QR4، النجف الاشرف الغدير، النجف،, Najaf",2,479
110,Restaurant and Grill rescue ship,ChIJabUZ8eUpXxURgV9g4BGXnsg,31.9915862,44.3576474,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","X9R5+J37، شارع المطار, Kufa",2,39
111,مطعم ليالي الفرات 2,ChIJhQdyu2rRXhURpnejWha3pLs,31.9988796,44.314876,3.3,"['restaurant', 'food', 'point_of_interest', 'establishment']","X8X7+HW4، Unnamed Road, Najaf",2,84
112,مطعم السنونو,ChIJ5S2R2iPXXhURoD-nO0QbdMY,32.0103661,44.3396133,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","286Q+4RX, Najaf",2,194
113,مطعم حسن فليح,ChIJD3BmA47XXhURWSJ1ubwXDtI,32.0174243,44.3251042,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",الرحمة،، قرب تقاطع نفق العسكريين ع,2,257
114,مطعم قصر الكوفة العائلي,ChIJl-lqJtXVXhUReyIe2yuZA54,32.0439503,44.39917639999999,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",كورنيش الكوفه مقابل كليه جابر ابن حيان الكوفه، الكورنيش,2,55
115,مطعم ليالي الفرات,ChIJddM9J1TRXhURQs2dq2kcelA,32.0294739,44.3162141,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","28H8+QFH، ابو طالب،, Najaf",2,235
116,Restaurant Al Khaimah,ChIJyxAE5SbRXhURq7Tsymg0MFU,32.0306487,44.3111648,3.7,"['restaurant', 'food', 'point_of_interest', 'establishment']","28J6+7F8, Najaf",2,246
117,Tanjara tourist restaurant,ChIJBUj1Kf3WXhURna3r2jCP7fk,32.0119612,44.3525306,3.6,"['restaurant', 'food', 'point_of_interest', 'establishment']","2963+R22، النجف الاشرف الغدير, Najaf",2,706
118,Sobat Restaurant,ChIJu2gFqR7XXhURbCdTnPVX6s4,32.0079449,44.3471863,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","285W+5VF, Najaf",2,1421
119,مطعم كباب المدينة,ChIJV5KmZl7XXhURnN82aDiSiJ0,32.036758,44.3376597,3.4,"['restaurant', 'food', 'point_of_interest', 'establishment']","28PQ+P36, Najaf",2,44
120,ماكولات ابو سند,ChIJj0-Pf2XRXhURJqfH-aLzUrM,32.0372936,44.3210043,0.0,"['restaurant', 'point_of_interest', 'store', 'food', 'health', 'establishment']","28PC+W99, 9, Kufa",2,0
121,مأكولات الرياضي,ChIJ6YGvzpYrXxUR0LCSX0a263Y,32.0326035,44.40561539999999,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']",aljumhurih Road الكوفة الجمهوريه,2,12
122,ماكولات النور,ChIJpdyCGV8rXxURkut2v18J3q4,32.0311985,44.4020792,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","2CJ2+FRP, Kufa",2,7
123,ماكولات تفاحة,ChIJVckmGH8rXxUR80kXJc6ymkE,32.0303721,44.3999796,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","29JX+5X5، بن عقيل، نجف ، كوفة ، فوق نفق مسلم، الكوفة،, Kufa",2,3
124,مأكولات خوخة,ChIJg2EVOxLWXhURxCtJExdvGBg,32.0214991,44.3847312,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","29CM+HR8, Kufa",2,1076
125,مأكولات سنونو الموقع الجديد,ChIJB0WZF1DXXhURqK9h5LEjy8I,32.0040877,44.356866,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","2934+JPQ، شارع الروان،, Kufa",2,39
126,مأكولات الشيف,ChIJrysyrzDXXhURnFYUvySP5tI,31.9955292,44.3613843,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","X9W6+6H6، شارع الروان،, Kufa",2,3
