,Place Name,Place ID,Latitude,Longitude,Rating,Types,Vicinity,Price Level,User Rating tot
88,مطعم نهاد,ChIJnRqKyx_jWBURFEb-r-2C1pA,32.4770174,44.4600543,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FFG6+R25, Hillah",2,30
89,مطعم طربوش للاكلات الشرقيه والغربيه,ChIJ-bDe79jhWBURe_ljNOZhUrs,32.4437238,44.4268629,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCVG+FPQ، بزرگراه ۸،, Hillah",2,17
90,مطعم خوخة,ChIJATqfDPPjWBURwUAjRLuFz1Y,32.4624635,44.421623,5.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","FC6C+XJQ، Unnamed Road، الحلة‎،, Hillah",2,1
91,مطعم وكافتريا البركه,ChIJEQVsR83hWBUREvDTGud9ZBM,32.4440114,44.4300065,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","CCVJ+J22, Hillah",2,0
92,مطعم التين والزيتون,ChIJFTaopI_hWBURN3bg41PYTU0,32.4741749,44.3117774,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","نادر الثانية, طريق حله - كربلاء، Hillah",2,22
93,مطعم النورين,ChIJJTcSsHYfWRUR_ADMyHI8yhQ,32.4588484,44.3507452,4.1,"['restaurant', 'food', 'point_of_interest', 'establishment']","مطعم ,النورين, Hillah",2,8
94,سعدي ابو الگص,ChIJaZu55lvjWBUR-fh4vuPJ89g,32.4805982,44.4266202,3.8,"['restaurant', 'food', 'point_of_interest', 'establishment']",Hillah,2,35
95,مطعم الاخوين,ChIJjR1FyPghWRURoEf2bZIjFHA,32.4158909,44.33773069999999,0.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","C88Q+935، Unnamed Road, Griq",2,0
96,مطعم مشويات المسعودي,ChIJD8yHoQsfWRURxz2NML6gUNU,32.4622689,44.3732704,3.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","F96F+W82، حله بنت الحسن طريق العلويه شريفه طهمازيه الطهمازيه, Hillah",2,3
97,مطعم food location,ChIJGwNUerzjWBURLcx-MsLLA8g,32.4563457,44.42558349999999,4.8,"['restaurant', 'food', 'point_of_interest', 'establishment']","FC4G+G66, Hillah",2,18
98,مطعم ابو مصطفى الشمري,ChIJcyVPLeziWBUR1LMysWJIH0A,32.5001377,44.4223625,4.0,"['restaurant', 'food', 'point_of_interest', 'establishment']","GC2C+3W5، مجسر الثورة, Hillah",2,22
